8143 26683
2355 2314 377
5922 1180 812
4722 2300 -107
2030 4495 -825
304 6000 901
7901 3859 299
1153 1039 -746
1529 7786 759
4859 5887 -303
2990 5642 210
893 5209 341
1304 6662 -192
7471 5588 -56
5671 7205 -670
2003 7989 -400
5382 1597 79
5356 6881 640
5875 7621 450
5001 7474 -780
6567 4338 357
7604 6859 -812
3978 1815 241
1927 4354 -838
6347 5068 -239
4788 5150 165
2285 2826 306
5201 3027 420
4122 1572 -453
2350 3877 829
2799 3842 532
3925 7210 -987
4947 4510 -656
5466 4108 108
3147 4086 -860
5668 6359 -957
2856 2429 -413
7766 5063 14
7914 5437 115
4800 3696 583
7792 268 52
576 4690 -171
2505 3801 616
6664 4342 -211
4627 5057 319
3868 463 909
1330 6209 -705
2580 3528 -7
7857 5781 484
3977 3013 373
4369 6427 98
1711 419 -697
1420 1768 -483
6626 7311 -670
4113 3631 355
120 7952 360
34 1620 76
7443 6912 -74
4506 2724 773
3260 5669 232
4691 6433 -230
2511 544 600
748 4543 -623
428 6048 122
749 6539 -132
168 7244 -241
1289 5378 782
6621 3074 559
4548 7642 -667
3519 7123 -436
7284 2539 878
926 1734 314
4717 7944 -565
4298 7451 39
5618 5767 506
6983 5489 -207
5767 2107 -531
4095 1466 -886
7927 7520 270
1660 3338 -663
7364 7101 -216
4710 1406 886
5556 3580 665
4077 5968 395
2599 5501 -797
3461 1264 -683
3223 3270 -309
1842 6096 151
3866 6909 -860
3693 7149 814
1853 6226 700
4775 7958 -458
958 2953 -773
5601 3783 -491
4086 4221 -563
820 7982 -244
465 3164 -55
114 6710 231
5310 493 -727
4279 5473 -41
7565 2960 -26
1872 1656 -908
5341 3728 -601
2332 6661 569
1881 7467 495
2734 5035 77
4163 157 -801
4669 884 -15
1106 7098 538
7375 6767 782
2966 7204 -319
1920 354 438
8101 300 26
5610 605 448
2669 6079 811
6000 6550 19
4389 2436 -923
7549 2270 702
6203 1842 -16
2853 1491 588
1983 3046 -117
6579 1826 -219
6991 5428 -173
1638 3834 846
3713 4081 -530
1749 6581 994
5457 6553 462
2684 6230 510
1771 8068 720
5646 4004 951
1995 7335 -766
1683 1826 -160
7365 7196 -357
76 5962 618
6484 4605 -713
5018 1806 -298
5824 553 -851
5728 43 -547
5242 6271 -156
1470 6035 367
883 3445 -794
85 6211 -999
3537 5965 -708
4727 2146 110
297 6386 -753
7172 1109 -429
2072 2925 468
2657 3915 875
3499 2912 -191
7085 6092 583
3054 5228 955
1933 5842 1000
4117 5617 846
1142 7176 722
1283 6898 571
5030 3389 342
7368 5267 -50
1604 19 215
4814 4262 -821
4095 1485 -774
2171 4734 824
3906 1271 -453
6287 106 761
263 4396 460
2598 2015 -937
3279 3113 -947
1691 7935 -277
6442 167 -597
3043 8026 -584
6157 2690 395
3010 6002 -102
2722 7718 627
6060 7228 271
856 7847 504
6142 2085 -640
5846 5709 -428
5005 977 -28
6829 7347 359
2937 5132 -509
1894 82 873
5087 8079 607
611 6380 300
4326 4954 709
849 2213 757
6072 5323 814
5176 3738 -277
323 2943 881
6563 1011 -309
7359 695 889
4398 3537 -433
708 826 115
5295 6159 728
3800 3465 -375
6659 5607 165
6544 211 -227
4590 6942 920
519 296 -391
3746 1098 -639
2379 7426 245
1860 3771 -173
5169 5513 -120
1506 3401 -458
6403 8103 783
1282 4671 -277
1925 5149 -203
1619 1139 101
5296 6635 927
5919 3383 758
4161 3047 583
5687 1348 579
5753 1590 -50
1287 450 447
1259 7318 703
2612 5944 807
5274 1883 -252
4869 3025 866
3196 6724 -796
753 3371 254
3931 6181 322
5020 6257 -964
7546 4561 -173
2140 552 -190
1295 4825 806
3286 208 -499
4488 6514 147
8123 5606 64
2748 1682 -735
2888 55 -788
2846 1468 -212
1431 5367 -778
2989 5200 -219
7911 2297 385
547 692 -22
5541 7636 -185
1261 332 893
4282 2950 180
7114 6917 -437
6858 4062 -167
2433 5739 -132
4914 1905 977
4304 465 -64
3611 1955 -984
481 2912 -174
3977 1238 -542
7760 3050 371
887 1824 -743
6289 1698 -414
5812 3688 -26
640 8131 -771
4278 1337 -328
6518 1987 -274
943 3198 -82
4588 6746 -730
612 3045 824
1772 3830 891
1342 6083 784
5717 3874 83
6520 6429 -261
7450 1167 -604
4371 5685 670
4965 7984 -433
5 193 885
2503 5692 87
5072 7391 -322
3291 6232 461
2488 658 744
3441 3945 -462
3844 6516 -50
2809 1373 -715
4190 1699 -282
6248 6254 486
3356 2072 346
2089 2261 645
7169 1345 469
4929 4804 178
3404 6043 263
4790 332 -363
4693 5600 -668
490 6466 -965
2187 6761 2
948 4618 -65
2982 2845 550
6732 4558 -513
5030 407 560
270 1597 -659
5503 7134 730
6415 99 -910
2315 2401 297
1574 3148 145
2409 1938 178
6648 4750 740
5553 7250 788
6820 4391 -735
3552 3999 514
1669 6031 359
3133 2316 727
3888 6026 -398
3469 6158 -351
6718 7894 757
4639 2977 742
3371 8132 469
1126 544 -91
7847 3180 872
4509 3070 -545
5597 7624 -357
5150 1091 -805
1798 5550 657
4332 5940 567
670 3960 -233
3892 1775 464
2639 2601 -606
4736 6927 451
3441 1421 -535
6119 5146 735
2799 3569 921
7058 8024 -644
5941 5989 -147
5815 3116 186
7242 7286 -974
6502 2383 -600
5966 1577 -265
7833 4659 -165
6773 7146 28
4998 2021 -800
3686 7050 -253
3755 1460 -298
786 5134 990
2553 3385 514
4473 5315 781
614 5538 480
983 2858 -550
4359 1339 879
1007 2466 -19
3659 8056 391
4092 5683 -288
5271 3947 116
7808 3637 948
5525 6426 316
6711 4349 -486
4993 2387 -698
4117 1537 813
4863 2361 -295
1381 2708 203
4768 2588 -181
7548 4446 -913
7405 146 -785
4896 7250 -504
7442 2768 210
216 2138 404
6171 6861 -776
7222 6745 -704
3454 6196 -977
685 4553 837
647 1527 -59
3477 1805 516
1936 2881 56
4859 3137 -269
8060 1349 -765
5570 7376 -545
4938 5165 906
5378 3666 -361
5078 6817 809
3043 4161 285
5698 455 -577
963 5281 -431
2065 7218 804
7477 3212 -208
3005 186 -757
7039 1235 -568
7425 4856 850
1680 4486 755
2699 6411 571
6692 3108 -498
3094 3304 -345
6656 7304 948
1382 1113 -128
1084 5080 -257
6632 6938 -846
4764 3714 -769
6038 4751 936
3855 141 891
78 6277 -1
1716 7624 324
3364 3709 -381
4486 5205 784
5003 1688 -943
5274 3218 539
3342 707 828
1368 2932 185
7064 1258 290
5579 2796 -365
4364 2978 934
7339 4156 -109
7106 1988 -646
3539 8019 400
7307 3638 -45
3342 1835 -477
2515 2495 452
5566 4916 962
6515 7260 776
1298 8060 -699
5531 2033 -276
7090 4497 402
4133 7148 -818
5503 6787 -379
2642 862 856
1551 4738 87
727 55 -681
3169 7387 19
682 2249 486
1516 4034 -636
5808 4128 809
7775 5856 673
2203 7678 -6
1134 5806 -998
7839 4569 -381
5964 650 -246
4140 2571 -128
1719 7146 -286
7565 212 -42
1219 6242 -191
99 7391 935
7982 2275 -249
541 4983 992
5382 3063 -164
756 7208 -889
4992 7929 -328
1464 569 -870
5865 29 269
4607 5800 11
4504 7875 781
1488 7009 702
3166 6701 202
6773 5037 -196
1126 5803 -579
6444 3949 -778
6228 1716 611
3679 5626 212
2805 6861 521
3920 6622 918
5663 4795 962
6687 1481 -734
4922 1717 -386
2264 5715 218
3227 3095 258
1477 4517 373
321 4343 519
4479 6669 388
5962 6038 -359
7775 3194 9
2786 5114 -449
3633 5098 -762
1070 2691 -631
3679 7710 491
5563 3165 174
7398 1210 -488
2131 523 27
930 5242 762
2541 5287 -272
3522 2671 638
194 1910 550
7356 116 780
517 5751 224
3916 20 671
1843 4457 -760
952 1 450
5944 1279 -754
4432 4233 -658
5804 6620 -406
7842 4535 -844
3086 6473 464
6078 2918 -581
5635 3493 776
5210 779 169
6542 3130 160
991 3517 468
2556 1528 -392
2905 2665 -763
2394 243 -391
3631 109 -798
655 1739 -628
3195 6515 603
3080 3773 348
3045 2220 -330
6116 6188 -666
1 6974 337
2221 3540 705
5410 1186 998
3308 7322 -927
7766 3650 -414
1224 4859 547
6553 5268 98
4932 7513 -25
599 5471 -205
369 5365 701
1256 1166 414
6864 3126 635
2043 5916 464
7368 3374 -685
335 4995 953
2784 1698 537
8031 205 52
6918 7122 -727
5863 7754 -100
5031 6547 825
4654 3558 185
7712 4487 679
745 2075 -410
2328 3617 454
3917 5048 603
5414 1097 712
5555 2794 -997
6362 6504 640
303 2683 340
5876 8050 -907
3694 6331 43
839 5494 -437
3182 6064 -514
4151 2425 -893
6379 7525 796
2074 2772 -498
2482 3591 -163
7709 1411 -328
795 5197 731
5904 2650 -185
7364 5166 -60
6467 7175 -9
1697 909 454
1581 5017 -428
7828 948 -406
2025 1847 460
7958 2071 -760
1101 6012 736
1910 4965 514
1274 137 -410
5350 4751 514
3052 6877 -319
5756 2837 -859
932 7695 184
332 2472 176
478 7513 -784
2550 288 225
3922 444 990
3951 1497 -491
5448 1157 -546
4361 437 -634
6762 91 159
5001 6384 -901
3442 1799 -666
2119 7488 -695
7407 1022 737
6368 2025 -955
4079 7438 -501
4199 6877 999
5067 1926 -456
5127 4576 449
4805 7957 -235
2209 6373 -237
7691 5185 326
6031 6793 -955
6482 1459 906
6016 6155 278
7754 5727 -521
7253 4515 -665
3508 636 446
6035 3085 -351
2605 3400 375
2096 3266 193
4181 4999 -584
7552 2011 -463
1658 4266 -108
4931 3965 2
3764 7585 696
7600 1699 -112
2590 4717 426
3154 680 320
1208 333 790
5019 3278 559
673 1369 902
1010 1236 204
2477 331 448
5299 2728 457
937 4762 848
6843 3907 -725
6073 7742 -714
5005 3498 -918
3977 7009 928
6805 3359 -902
5089 5593 216
2974 5195 367
6958 1624 247
6027 425 -978
375 8074 447
6405 1782 -111
3309 1767 712
3834 5968 -296
4023 6177 -484
6389 4289 -469
5257 6903 223
2268 490 -860
7325 2511 -939
150 6484 -730
2155 4460 -474
926 914 -106
7120 1484 302
6287 5701 -118
5177 6117 -326
4516 281 460
4834 2460 -428
5675 3497 -197
5931 3956 270
6747 7287 318
1109 6324 -19
3408 4764 59
7476 7208 493
2246 7720 -955
1023 4356 -246
6771 7663 -580
5083 1177 989
2764 7107 -292
6641 7715 -508
7895 5254 -866
593 2988 724
2579 2334 640
405 7360 -35
2848 5975 229
7278 2170 612
2980 6484 565
7754 4040 229
3271 3355 -966
3678 862 -602
4456 7664 13
2267 6631 -851
1913 7439 55
5241 3633 16
1380 7285 637
4488 5655 723
6420 1700 764
6054 804 -971
1138 470 -356
5863 7632 66
5281 5358 545
5419 1478 -172
4021 1047 790
683 919 849
3951 5875 -812
7157 6373 199
4616 166 139
2226 6422 -789
3834 650 751
7531 7713 588
449 2155 -852
131 1863 683
4425 3599 14
2629 4022 -852
3025 7888 -619
331 3511 -901
2470 1808 -60
2676 3512 -526
1710 1099 365
6077 3498 706
4736 19 -466
2800 3643 -777
5987 2804 187
3421 7898 582
2427 4368 -924
5535 7562 -602
6043 6571 220
4377 5676 -731
3999 7001 -11
7751 6064 -326
1441 7605 -398
1413 6700 263
5574 6812 -761
2261 5323 729
6911 6191 974
7216 3205 402
2741 1599 754
5301 2007 444
4874 464 516
3810 2651 544
599 1779 99
380 1830 -30
3341 48 -658
3658 5291 -38
2681 3431 -188
5509 4312 571
3720 6789 -167
4033 5029 -610
3631 1317 -619
1235 931 -103
4012 4382 508
1275 7497 948
5248 7512 -299
7806 7269 219
289 3846 699
1310 7341 -510
7361 1455 162
890 483 505
3826 3648 -563
6811 664 750
1873 4488 749
2062 2380 -638
7825 6903 23
2569 7692 -769
5387 1917 -386
7120 2783 -819
6950 5132 428
385 2857 -766
4565 6179 39
8108 2126 -972
4883 3395 125
7626 1198 583
7774 1649 763
5585 2506 -13
8119 6499 -810
4813 5538 979
4332 3508 -236
1537 421 641
4174 4143 -657
254 299 873
5880 3737 -3
6528 3924 200
4582 6912 -767
3181 1598 84
4140 5763 491
2615 7003 -829
5639 1635 -775
1185 4487 -885
534 3164 -333
7078 3284 855
2681 5275 357
6703 1661 4
2055 4904 -247
6871 6955 -588
1889 570 600
2849 2053 -800
6670 5305 -674
3542 7268 -445
534 2871 0
2950 2479 -75
5013 6367 -345
1621 7527 -557
3637 3525 464
6488 1624 -993
7777 4996 -491
4264 70 860
7757 2026 756
4390 122 -550
359 3643 -516
5133 1898 -558
3785 2418 -707
5972 5764 -995
5737 2543 477
5526 6187 -654
5276 6080 555
6085 5212 -451
6699 2780 274
6199 3525 -861
4159 6433 -767
1900 899 103
2500 4177 997
7317 1281 -694
3635 2726 658
616 6445 -709
7314 3890 -779
3061 3589 507
5934 6324 209
1828 2477 721
3799 2850 811
1322 1961 109
3261 961 -158
2102 759 -664
2700 4202 987
2374 1850 416
3232 1921 -532
5119 1919 524
4193 5712 777
7481 351 817
4984 3007 582
2478 4615 -496
6261 6090 239
1983 8086 -570
7440 1950 -514
7443 3216 -135
1131 999 -995
2432 7168 968
6458 6805 -815
7541 1953 326
3372 5099 519
1161 4462 -354
718 124 -936
1281 2775 547
4024 613 -446
2033 2012 -750
2434 2048 910
5979 4785 845
7541 1475 690
2913 1990 564
6322 7421 777
5235 5614 -745
222 711 -767
7131 7283 -954
3840 6928 370
2231 5415 -122
6910 2210 -715
1613 3043 -362
1079 7449 865
7382 1252 -604
6293 3761 -2
2627 3025 -393
6825 5720 -541
1813 5955 994
2820 3200 -331
4284 5959 493
5951 2704 210
2069 5707 11
6990 7743 12
3133 1696 -279
3057 663 -440
2044 7080 855
4974 6210 870
8104 1763 98
515 5188 49
6828 4372 -133
2937 7518 445
2040 5116 925
4389 371 737
4843 4559 -500
5079 866 337
8048 3560 860
4037 6952 476
6578 2418 -837
4844 1763 512
2031 89 -715
8055 3385 -870
8057 468 930
5803 413 -252
6958 117 557
1368 6710 138
4171 133 861
2667 283 -980
1212 5253 689
791 3232 562
5855 3298 -755
4816 7341 -500
6765 2758 566
4348 4212 765
3351 1392 -353
1450 1911 410
2603 1554 924
1713 7690 -3
6299 5923 61
2314 1183 579
7991 2869 -377
5839 2134 963
3122 5852 -998
7094 2057 -459
645 228 -82
5770 5738 -442
6253 95 -152
845 701 -558
5638 7685 593
6062 3112 623
8091 305 135
335 6577 -513
4476 616 363
4309 5764 304
6376 2333 145
3210 2866 311
5499 1780 151
3769 142 604
3535 4855 772
5597 2819 906
6029 8041 826
7941 832 290
2748 5142 -654
2310 2101 511
126 1851 -65
1880 5390 -120
1056 6285 -155
913 3860 -344
4699 875 -107
7327 6633 -688
6347 1474 -968
7170 3559 591
2444 168 -795
6759 7455 -841
7011 5558 -450
3495 1934 283
823 6313 511
5565 7521 34
7336 5790 746
6378 903 691
1159 8087 -663
1829 1153 251
3522 933 -344
6485 6431 806
203 4175 394
5790 7813 -448
939 3543 278
619 4644 -177
3758 4758 -839
5652 5413 583
1832 3532 735
3892 1974 -175
7957 5266 -24
1360 6247 984
5027 1346 -465
7799 2579 803
5395 7008 -747
4162 5436 146
5558 6827 603
5431 9 -438
7516 5784 -686
1752 1051 -107
5438 5268 551
116 4878 121
5554 4228 570
2221 2991 469
1303 1727 455
7905 4012 852
4312 8 -537
2881 2366 145
720 1255 -250
7879 5050 -83
6942 1631 189
7596 5935 -166
1877 8008 -271
223 6506 -244
498 5296 665
800 8062 812
1336 979 -482
4788 4991 -551
3914 5531 -291
2024 7483 277
8020 2507 408
4153 3067 531
8036 1211 -149
7704 480 -642
7340 3319 389
6264 6373 -990
7694 3436 152
4482 2234 553
1910 6383 -563
875 447 -219
1724 1819 -776
3286 347 771
7005 4201 817
2844 7136 821
3335 1417 -734
3147 1913 -297
5954 6 -936
4848 4029 -23
2967 1173 -224
5067 4436 -428
2456 3492 478
1431 1479 -681
2159 390 -585
1689 5538 438
2452 2145 -137
4167 8027 -854
7580 7145 -486
7018 7678 -49
4036 5732 596
6660 1846 -813
6982 1451 -418
3273 3952 -930
2709 2633 263
5285 4008 433
6158 7068 -864
3862 1811 237
3435 4822 -346
1111 7460 -205
5105 838 534
7496 7677 -502
6990 5230 -202
1851 873 6
4466 5107 732
6917 6531 244
6972 192 885
3518 6435 -27
2199 5134 48
4984 7433 -250
6108 5196 -191
351 7494 -623
6913 421 572
2559 5077 817
3424 2589 469
823 3624 217
717 6252 889
5561 4772 -988
2700 5700 525
7487 4153 290
6270 4480 639
2115 6879 -980
7229 3369 -402
2871 6010 436
435 2700 -580
2390 3151 451
3622 4050 572
273 6763 513
5291 8066 -346
5079 1314 100
5157 2527 -703
4424 1198 -220
3406 4731 936
410 1815 599
245 924 -199
1430 4868 297
7091 3263 457
5586 2997 -920
7669 105 590
7284 7060 350
7356 7361 964
5810 7061 -900
1651 2822 -440
2785 6499 404
3349 2284 491
262 3608 852
4781 4629 440
26 3693 654
5827 4206 -475
4869 4216 -832
1564 3829 -21
3149 7903 -871
7943 2316 -188
5450 6978 -977
1302 1681 600
3866 3279 -970
423 5181 307
6461 3010 -113
5013 3045 635
7883 1604 -822
3672 5195 978
2841 5206 816
4730 2894 -115
7723 2479 115
7465 7553 716
4887 5256 332
692 293 -19
7203 6226 -858
1758 2538 -539
347 650 -222
7774 6041 399
7133 4620 766
4496 4265 -535
4536 6096 -631
4290 2643 -344
4694 7876 946
7821 5261 -680
1852 1702 204
4691 4581 959
4855 1527 -919
4898 3227 -917
5878 2948 -362
25 7551 -88
1531 1512 -460
6643 7622 -540
4201 1881 663
4701 4786 -791
143 5652 -231
5459 6593 -75
943 7065 867
880 4098 -850
7388 5288 248
1753 2234 593
3962 6837 -462
3699 7186 -447
4910 1694 -346
6332 1621 -115
2553 444 -362
4905 3924 -784
2509 944 349
3678 7457 778
180 7297 134
7546 2770 -470
1512 3884 -388
999 6917 -631
5978 6747 587
1779 3889 -575
4110 7686 833
7996 4033 267
1665 7495 -135
5288 2475 -774
2311 1797 125
7226 6235 659
4031 6064 -707
5088 5420 246
1031 1210 -475
1383 5256 313
6982 3371 -879
5357 1158 -105
5816 3507 -318
4179 2643 -952
3619 5934 32
4837 5736 619
484 2976 534
4324 362 -997
7312 7116 -8
2414 121 -605
7699 5279 12
7807 3265 -792
2128 2506 -616
4673 1129 -963
3497 6413 92
4363 2160 199
5829 7337 99
3581 1465 -273
5105 513 -62
7708 1677 896
5278 1000 430
5540 3690 -301
2019 2580 -456
6739 5674 556
3768 6617 194
4306 7332 -664
3379 7189 -585
1126 4233 219
3586 6452 398
6390 119 441
7297 8120 833
6984 4992 -859
977 4049 360
6749 4493 842
1497 4227 -974
1932 7957 360
5139 987 353
2714 3401 -123
2801 7392 -444
6652 2290 -407
5725 6041 566
3626 4545 641
345 3415 -3
3364 3082 755
6854 7373 -901
2603 1462 117
7115 6247 -151
1370 7463 -249
1100 4226 -565
4222 5211 -724
2911 6836 660
5092 8089 207
7263 6715 -740
2147 6358 -437
6574 437 -164
8065 6107 558
4206 5271 516
7744 1143 -288
1766 7121 976
3159 508 -954
98 6179 155
197 6647 442
3777 1965 676
3762 1019 -727
3684 6175 941
6029 3068 380
6968 3715 -968
4010 7411 -129
6773 7939 98
5795 5671 909
7188 3951 883
2933 5558 445
3636 1691 776
2192 4091 -337
2377 6120 -927
6817 3350 -434
3519 6178 536
2225 7935 -922
4868 6350 723
354 3518 928
1824 1104 53
1832 87 234
6047 112 -633
3696 4804 -631
6431 5795 540
1007 3473 -924
7366 7396 307
912 2350 969
5834 3196 -989
7746 3532 -800
7004 1634 526
4733 127 674
6478 2444 862
5789 5756 6
910 2003 969
4409 5170 -402
4886 4581 18
4956 5819 831
2728 927 -59
2562 1351 370
8065 7756 374
4835 8074 -852
543 5891 -484
5931 5673 735
228 680 726
2580 1768 34
6380 544 903
2212 5 931
8052 2437 778
3748 6608 -766
7822 1213 -104
908 7128 -120
7266 5223 -141
1561 6649 179
4206 5171 919
7789 6425 -588
1563 2037 740
6426 7342 -790
3294 181 -62
905 7707 347
3527 7848 -500
2366 481 198
6114 844 -264
3857 5207 871
6574 2156 -837
434 2362 686
4768 1746 -990
4884 7850 272
6810 1994 -247
3570 6018 -987
2848 5714 200
2725 42 -504
6041 433 197
6486 2447 807
79 3376 811
6069 5188 212
8059 7810 -467
3337 4801 935
2358 4592 971
6918 4138 531
2173 6871 662
4252 2206 -354
4674 7435 -623
7694 3489 -922
3700 2137 231
396 2882 -12
2914 4792 251
232 633 -823
5206 6920 124
806 7972 868
7128 7489 -29
1731 1035 774
4649 6208 -68
7291 2519 -328
2697 3974 -756
2438 4958 573
4489 2365 568
1053 4520 677
570 7876 -561
7845 4062 -265
1600 3576 -190
3850 338 -904
5434 5973 759
1934 6172 -626
5055 1033 -275
2150 81 983
7609 1431 -54
7732 4178 -974
2034 432 256
7096 3681 -302
3041 7716 728
5233 4508 6
7558 7379 617
2366 2384 512
5136 6677 -124
2910 3107 389
1065 2928 972
7771 882 -234
4576 6844 -217
5627 2738 995
7366 3285 -919
5648 6255 -24
2460 3870 -602
4780 5093 -394
1280 1558 -242
3939 956 3
2126 6296 63
2673 6901 -854
5265 4046 -863
4429 6821 -683
866 3466 -793
4872 1580 617
3811 5789 -338
1599 3469 388
6717 4413 -581
1627 3185 495
4807 5701 -623
7192 2965 735
5133 5924 985
5591 5243 440
7408 447 -112
3684 6083 686
2504 6409 -827
3158 5745 238
6402 658 -341
7072 7411 459
2543 4079 461
4028 578 -225
1015 7203 703
4181 3940 770
418 2281 424
3305 1912 -945
1790 3624 -923
200 6867 547
7888 2436 -16
6815 2596 -896
7730 3008 835
2580 3761 -807
5811 7880 785
5304 752 359
4540 2067 90
1207 2560 908
208 6612 156
3198 1901 -656
4458 1540 -695
2387 4046 991
2295 3012 872
5952 7186 -955
4885 2604 -416
4351 7498 -346
6742 3056 -636
3439 3642 -938
1797 785 -514
6735 3658 796
417 2569 598
1102 6246 -603
6284 5697 -564
8052 6342 -542
5360 6355 -580
6707 2098 -705
6152 4555 574
5732 437 242
7528 3130 235
3169 1895 433
1866 882 -910
5437 2970 -863
6458 923 384
135 5590 -974
7181 3513 522
161 6745 -230
6121 1624 115
2900 3303 425
5086 304 -874
3183 6976 664
867 2488 -367
3350 2338 894
6111 4760 -390
1961 2778 -283
1861 7985 -354
487 5175 531
4426 6058 15
6636 4281 783
4758 1471 119
5520 7737 -97
5015 988 861
7320 3241 -564
6733 4208 -238
7627 635 480
4800 2125 380
1635 7321 -109
1791 1298 321
4158 7940 -309
133 4410 -145
3714 2638 832
3020 8005 586
2352 297 583
6600 3762 -676
4628 7578 745
6727 7959 -891
7423 1357 855
2153 3604 -555
6072 949 -674
5004 2832 -98
4346 7168 -56
1660 7127 730
2224 2825 -180
875 7386 -453
4573 21 -252
5262 4010 825
3586 3444 821
1766 3418 293
6922 6701 940
3023 5264 -58
2280 6878 538
5993 6592 -816
3643 4487 823
3957 2690 81
6302 2877 -492
3353 6403 640
4362 7850 255
3186 2632 615
2374 7789 -801
3342 5766 515
5100 1784 340
4396 3302 919
762 7998 -648
6150 7821 936
1382 7912 477
308 2435 299
1281 4139 -435
5301 2486 -336
285 7407 995
288 2262 -974
428 2118 -737
1110 8018 713
2436 3599 -689
7926 1831 -617
4445 4939 -943
5823 3535 -598
6741 6219 -252
6224 7099 36
5455 6758 -640
936 3044 -80
3064 1158 58
7623 1532 827
894 7385 -526
6552 7934 -114
527 3046 296
3406 6763 -982
5380 5400 38
4698 608 55
7077 787 -790
7452 4333 -996
4728 178 475
1126 2268 -939
828 980 -797
7237 98 216
724 4317 -677
516 1077 -741
3846 7088 -893
2611 5490 798
1205 4350 23
1674 5325 267
2949 258 422
4070 6271 -915
6423 4038 854
5662 208 -878
1850 779 -230
2470 5720 -39
3710 1678 11
1295 3750 -534
8025 7467 -686
3582 178 -728
6027 2139 -711
1778 1616 738
979 6031 427
6674 2941 575
6387 5381 -543
393 8055 659
3670 50 799
1686 4778 -779
5681 7876 159
2875 4355 -250
