815 2578
583 744 472
152 613 942
27 805 906
651 740 705
739 406 406
131 11 670
710 109 1000
552 296 898
375 365 5
29 467 723
753 62 457
133 240 198
186 738 941
54 281 417
541 314 585
449 573 56
661 46 79
241 195 436
323 592 591
63 202 90
341 41 941
729 581 761
605 69 186
645 357 144
556 369 202
43 522 799
337 680 962
723 582 385
762 584 152
368 184 192
521 23 277
713 789 375
28 219 319
594 530 267
701 468 976
604 348 799
383 215 254
417 616 773
541 463 132
47 765 229
73 492 553
662 319 817
343 93 645
37 808 95
795 54 414
209 282 11
774 11 334
97 60 533
243 227 253
280 369 573
375 139 481
766 89 913
693 90 366
485 16 369
437 160 995
118 159 155
763 123 922
777 510 878
297 342 669
188 528 805
24 682 237
542 332 940
554 88 256
681 415 880
296 360 151
183 311 878
483 612 414
455 763 68
125 205 522
299 658 72
698 730 837
51 118 862
548 54 62
102 235 811
164 309 297
116 59 606
368 235 394
686 339 122
784 420 331
681 187 299
465 427 817
11 623 957
339 523 292
464 394 469
5 185 982
446 752 918
519 237 83
540 692 781
650 251 554
593 678 723
705 211 885
425 229 748
139 123 145
647 115 257
359 50 767
551 765 128
568 434 144
600 279 677
636 799 756
35 361 348
319 1 715
658 144 875
692 737 460
3 642 427
255 713 489
699 355 329
681 36 947
579 549 239
94 735 678
601 687 489
122 198 254
499 192 209
416 407 54
103 127 542
751 802 290
448 372 521
421 536 231
186 382 335
455 557 722
275 210 944
251 473 743
291 712 174
546 574 966
61 366 791
289 46 888
87 601 288
26 164 171
94 514 311
699 372 490
142 464 28
356 712 428
65 596 276
419 769 457
808 804 885
379 672 21
710 779 864
810 669 123
635 184 326
287 540 755
333 274 571
303 730 354
127 9 742
23 748 729
96 741 306
755 638 402
614 806 224
254 156 698
514 357 79
316 110 509
193 692 447
24 373 683
710 641 524
381 176 318
521 715 146
80 236 143
604 512 178
591 526 756
598 339 220
504 791 182
84 251 955
420 276 246
53 514 784
397 391 533
144 138 996
160 3 444
302 362 219
546 352 990
452 442 103
639 305 172
25 654 497
248 174 188
628 666 141
757 410 355
561 639 106
617 284 160
576 565 467
740 90 939
207 221 974
410 498 902
364 345 190
616 264 883
627 191 102
164 566 723
250 79 639
667 86 80
583 631 698
492 532 19
656 337 657
782 345 804
486 759 313
500 63 158
244 466 39
595 225 67
788 598 421
451 539 275
702 333 667
774 672 48
462 563 495
486 515 189
253 760 208
737 325 360
614 130 263
795 587 358
494 71 7
261 778 291
30 499 397
568 582 801
800 82 130
28 584 803
668 380 737
281 410 620
537 668 230
661 182 502
504 492 203
15 234 354
527 607 250
679 118 540
391 662 632
134 348 686
422 43 341
275 449 195
597 747 187
567 431 244
74 696 590
235 714 904
122 462 598
149 592 592
301 387 754
162 288 161
6 569 235
123 463 562
751 61 674
319 747 113
561 417 904
110 472 390
607 20 869
218 564 952
621 788 234
67 775 123
615 776 236
357 616 280
200 444 128
788 782 363
484 391 888
116 659 52
382 755 510
123 221 283
427 519 609
222 65 472
216 725 492
30 78 468
742 658 730
306 741 81
93 169 757
515 41 880
336 129 304
814 127 81
454 768 317
29 617 914
424 435 423
534 473 897
405 18 519
605 417 999
136 723 869
618 532 671
707 600 153
585 583 236
671 83 677
471 353 697
45 381 733
687 59 503
741 735 895
42 428 758
399 296 725
155 143 658
681 549 470
760 224 602
692 347 866
779 623 250
199 559 44
17 218 519
702 575 736
760 55 32
196 324 870
553 738 534
648 637 618
670 248 276
683 581 275
757 111 977
217 567 87
726 40 845
712 27 598
640 452 522
201 100 528
254 450 223
719 181 491
361 494 181
772 328 597
727 520 878
374 779 56
92 678 713
385 414 607
326 198 139
158 670 950
199 751 850
735 751 783
146 738 150
489 809 224
461 526 834
353 550 265
594 118 628
396 4 321
577 52 870
512 532 783
44 166 338
605 290 747
67 553 506
328 679 178
335 405 474
736 405 892
23 322 258
545 721 394
150 76 975
527 54 157
718 307 406
583 505 65
185 656 44
772 593 71
578 397 568
730 786 834
240 157 251
329 121 191
666 357 751
220 179 734
662 756 627
22 412 464
632 616 670
199 382 863
112 815 957
315 757 472
693 273 544
520 138 523
161 765 373
658 270 955
28 524 84
793 770 889
530 12 448
198 17 674
678 765 547
50 711 209
482 256 707
543 430 777
402 412 587
315 39 418
256 585 573
274 27 469
624 705 135
588 96 525
514 437 599
552 732 25
751 757 321
206 27 446
239 658 718
386 340 982
380 447 564
117 780 471
799 242 612
475 140 893
142 633 266
599 584 981
792 618 717
761 2 46
813 164 905
547 333 753
717 12 705
335 195 444
116 79 980
136 522 140
237 620 891
340 377 747
135 336 546
205 656 715
250 442 357
222 219 708
763 385 977
499 746 913
280 481 393
99 26 61
348 35 626
534 674 958
212 624 491
617 52 731
191 701 595
67 714 374
153 488 816
94 536 801
5 177 435
355 427 468
218 278 11
233 808 296
210 521 927
8 470 234
583 229 10
257 102 750
313 245 802
138 757 535
189 755 887
477 193 325
285 543 100
233 275 338
595 761 4
222 808 175
482 460 775
810 215 619
283 512 548
626 153 455
47 577 914
628 660 487
305 643 332
258 551 12
204 581 611
765 604 32
679 675 942
300 567 746
553 59 5
476 113 418
297 89 403
118 30 236
143 443 203
12 144 419
768 151 764
533 612 702
51 759 486
351 588 223
727 42 242
39 488 793
30 270 217
259 46 551
534 512 910
84 117 458
757 186 877
661 371 389
752 118 256
612 278 666
411 114 476
60 165 707
254 652 799
813 608 206
505 672 981
500 66 553
46 404 918
796 519 398
334 580 663
752 133 789
501 555 747
237 563 567
409 677 572
666 171 902
109 185 533
602 57 538
686 671 656
219 88 10
617 746 489
715 712 696
337 189 826
185 127 589
668 271 815
309 775 780
792 62 155
146 73 46
332 606 295
190 734 521
744 197 408
345 387 695
441 799 671
716 361 422
760 461 389
50 790 807
404 785 931
183 426 232
563 795 869
747 697 899
510 199 286
414 702 196
223 82 512
788 795 853
221 739 850
248 516 452
362 813 990
175 539 733
297 16 949
576 429 129
425 664 355
84 315 212
67 647 628
96 552 496
365 187 862
530 487 876
192 57 507
265 403 408
735 251 416
533 626 613
358 800 465
333 245 173
717 384 379
349 354 25
490 257 245
782 183 459
543 713 803
142 25 321
5 497 23
154 595 483
238 431 162
739 507 12
401 244 168
276 83 198
429 508 581
114 428 832
220 492 215
285 689 678
634 151 258
116 722 649
272 592 20
91 319 773
63 642 669
813 505 258
408 586 563
175 491 700
668 572 276
465 800 166
634 120 622
517 573 49
682 327 397
186 137 954
716 394 229
783 324 972
280 531 913
298 343 31
339 23 494
307 466 494
528 159 172
568 514 217
364 674 795
620 114 185
606 430 560
516 629 624
15 783 842
583 155 275
415 742 863
665 631 694
541 564 316
551 292 152
662 70 583
309 723 898
690 499 339
809 664 7
329 266 3
105 143 364
83 630 339
567 142 177
752 114 968
235 727 875
511 531 558
400 399 634
42 292 266
356 678 56
509 800 616
54 654 923
369 414 313
13 667 563
789 585 613
408 298 598
230 491 235
553 246 883
592 506 299
660 363 879
148 788 137
772 768 71
288 326 431
772 234 104
56 486 264
387 758 175
430 645 294
417 449 382
320 802 295
499 454 327
56 53 443
551 41 853
459 146 616
764 671 748
759 364 300
728 210 242
313 255 83
280 755 813
113 514 501
87 193 633
122 52 856
667 612 336
395 505 629
548 530 932
37 103 183
32 281 575
321 355 428
749 148 474
719 503 367
29 493 365
764 114 990
750 346 582
123 398 750
637 6 332
20 664 704
487 485 382
666 132 534
410 815 571
287 311 832
70 721 882
81 690 71
418 462 34
668 349 347
796 588 837
113 153 614
740 227 328
114 350 234
131 789 559
760 94 972
271 54 730
125 300 212
657 576 215
487 308 863
248 514 79
614 264 749
644 286 16
652 203 604
497 169 574
330 493 732
101 147 766
204 111 203
618 737 136
172 67 306
244 15 400
208 272 246
727 245 300
315 106 422
162 554 504
294 432 105
117 662 245
677 789 989
322 606 201
317 630 275
157 115 409
425 569 441
362 354 208
791 657 435
443 745 201
724 635 410
703 360 871
701 596 339
573 53 851
633 12 758
428 508 944
135 15 477
692 285 9
720 539 185
659 738 752
4 326 660
233 40 742
558 750 19
476 428 912
267 362 911
352 683 856
177 622 579
416 173 904
129 396 205
538 617 952
607 333 396
190 255 115
260 596 858
192 641 699
634 156 854
56 470 168
21 570 809
670 680 890
36 646 280
407 701 301
79 72 838
20 337 844
467 3 294
804 653 877
118 330 220
382 691 389
319 782 774
145 215 129
646 202 311
403 497 528
203 349 517
619 577 743
216 651 397
211 88 397
532 626 381
153 485 307
180 144 94
111 125 147
800 695 194
127 346 36
12 18 76
480 92 171
263 788 167
89 602 702
614 660 985
811 564 651
316 258 375
302 19 961
677 434 530
393 16 629
307 64 334
655 293 39
696 386 181
161 673 494
814 403 668
141 520 164
487 2 446
368 612 533
698 789 318
651 42 449
12 452 860
419 399 36
733 653 116
52 392 26
416 39 856
241 17 269
106 245 345
400 334 412
116 499 133
550 436 967
511 324 360
124 658 786
728 257 893
316 421 572
576 331 681
461 326 353
248 209 608
674 749 389
618 766 377
566 597 452
809 186 534
469 153 294
235 447 499
648 286 416
431 532 610
340 614 811
526 75 585
266 551 822
711 178 428
356 203 142
496 330 399
374 582 657
170 209 375
561 74 472
180 152 573
772 11 302
129 573 631
153 431 602
812 447 413
273 60 592
739 197 247
420 389 112
255 697 732
504 222 913
272 165 160
492 196 374
326 272 81
306 263 983
254 124 907
762 273 875
686 253 213
709 111 48
191 608 599
263 220 49
108 339 266
487 382 368
197 539 450
39 540 192
345 475 171
689 577 128
305 555 864
514 800 889
466 688 10
110 502 80
728 543 672
311 1 518
167 778 365
27 417 590
691 212 163
90 748 743
432 799 515
530 726 251
481 653 483
522 407 963
745 809 914
238 288 116
473 413 972
786 556 718
642 119 771
255 219 511
574 141 553
635 339 412
785 316 213
142 642 417
665 568 975
17 470 212
487 39 221
619 47 290
645 518 460
443 781 955
712 341 459
402 385 893
157 737 186
134 104 800
542 531 351
267 505 968
714 172 567
342 717 886
168 540 827
387 591 698
266 91 704
732 606 391
448 759 587
684 559 988
686 4 89
487 333 796
80 292 410
664 273 13
223 640 9
648 550 299
609 804 450
560 139 268
491 789 89
577 345 539
254 523 627
8 443 447
293 743 451
182 566 275
670 781 360
691 664 896
45 449 281
284 296 856
215 589 127
814 297 420
434 359 907
500 474 759
471 664 649
546 205 700
464 246 513
730 696 167
606 48 424
592 74 133
230 119 238
561 503 498
581 298 187
146 359 764
769 26 906
783 45 15
786 281 249
542 272 844
474 473 194
488 758 214
588 486 671
430 605 390
663 268 436
12 354 118
654 42 887
413 499 399
613 120 845
552 139 992
381 455 367
187 52 899
54 580 613
788 185 384
697 531 701
578 463 846
105 339 867
656 345 627
806 56 704
539 124 812
299 466 76
18 323 744
8 763 872
738 175 537
573 389 173
572 455 198
710 472 954
541 634 537
496 209 268
24 529 857
255 417 726
581 266 456
48 135 928
371 386 994
690 305 665
290 183 107
174 28 331
659 293 58
775 219 98
131 7 709
390 19 521
651 83 659
764 319 36
289 475 235
325 35 72
487 45 380
249 409 147
539 294 371
776 56 112
112 569 158
304 555 967
611 117 416
245 778 676
639 264 183
569 376 40
218 772 868
314 393 517
520 614 87
335 635 232
538 587 900
431 780 599
574 279 60
340 363 569
464 670 633
469 181 34
43 360 305
215 147 293
216 612 549
359 38 600
107 354 458
300 703 188
354 349 766
684 678 680
649 439 267
198 750 780
150 367 658
656 397 345
368 587 828
341 551 217
204 156 852
756 316 966
195 676 907
287 755 929
191 806 256
556 417 587
804 431 244
766 779 740
112 125 334
23 117 145
18 169 884
370 699 308
444 65 480
180 262 603
218 672 339
75 803 308
223 169 827
423 726 149
640 531 532
696 184 452
697 58 697
64 636 249
373 707 997
587 130 906
413 712 242
211 338 272
726 180 109
370 721 297
532 272 941
398 480 884
482 737 931
375 739 22
342 272 601
576 407 489
323 489 349
694 215 413
439 18 742
210 328 865
460 428 356
389 65 837
358 42 792
596 384 150
790 185 314
383 594 377
274 490 30
674 725 894
391 437 501
240 162 153
786 743 374
497 34 100
181 177 564
423 369 612
325 788 900
287 343 860
187 213 687
122 716 836
63 507 1
32 298 386
570 217 548
538 497 603
602 660 440
41 759 863
790 576 410
768 88 818
476 492 481
478 48 176
781 9 445
495 782 949
650 497 912
338 780 757
396 685 213
656 806 436
259 334 685
537 497 315
585 766 980
162 169 699
228 761 871
72 763 339
202 39 896
484 544 178
702 719 843
769 163 589
805 376 417
41 33 69
574 540 587
214 618 248
671 350 404
8 389 801
152 10 293
390 730 951
168 449 134
212 290 990
268 805 939
68 609 434
696 548 407
590 236 640
450 611 939
525 57 518
210 649 268
809 796 625
392 479 728
546 708 914
165 191 622
574 477 512
616 204 296
752 768 778
323 773 935
170 327 841
722 78 749
534 574 493
482 712 912
578 51 496
189 542 309
266 165 51
168 102 503
274 731 643
28 249 129
454 711 432
582 442 37
174 514 311
684 42 419
802 576 224
593 809 522
591 317 580
220 447 724
129 115 522
705 607 305
24 419 22
524 184 687
447 523 684
558 510 494
90 432 643
224 694 335
348 505 86
372 805 256
489 508 953
41 105 691
658 79 689
487 710 938
779 247 787
264 49 931
805 432 445
690 68 756
137 532 962
283 694 556
724 431 56
125 439 567
96 725 25
317 723 839
382 569 812
216 437 411
420 85 610
369 428 806
541 5 677
426 159 139
478 558 342
93 575 627
649 345 698
578 454 966
418 712 323
451 94 691
148 365 867
430 414 961
415 293 519
57 47 179
300 215 472
12 456 602
166 674 951
395 29 180
230 28 975
744 249 455
146 105 445
531 763 512
721 1 590
514 526 765
299 374 877
552 202 850
726 130 842
727 704 232
581 680 837
336 264 655
90 681 377
182 543 154
461 714 625
108 643 447
286 608 627
595 617 365
194 515 732
112 698 614
700 44 627
419 612 910
609 802 566
145 424 461
631 462 111
82 93 971
235 374 253
118 810 190
690 659 714
132 313 817
502 338 682
22 195 100
807 745 300
315 36 958
790 807 411
155 12 586
439 25 274
116 419 638
117 340 349
627 124 513
36 409 647
73 626 162
639 132 160
495 490 297
510 457 719
96 99 577
566 330 982
528 91 514
175 403 432
523 272 123
781 359 536
550 217 630
132 770 268
309 419 171
172 334 743
307 436 262
718 553 771
722 197 205
13 578 896
384 81 512
481 338 631
175 564 713
364 124 257
323 742 451
742 312 578
605 711 88
711 677 673
710 404 666
353 692 187
223 542 726
206 222 925
361 25 52
233 346 338
402 161 425
394 567 654
548 718 241
243 725 346
582 362 435
671 560 753
271 673 140
738 447 996
118 524 654
440 445 766
189 178 735
712 262 630
468 134 464
78 475 238
610 738 143
701 610 606
281 292 998
57 790 61
165 437 508
611 815 822
546 51 158
144 5 748
700 546 702
521 611 205
164 287 643
675 308 467
768 800 66
477 448 535
464 5 908
332 237 960
67 277 768
435 345 638
134 365 83
306 278 20
539 256 66
118 473 746
517 726 239
184 405 41
591 323 935
30 413 183
509 650 20
500 696 974
195 696 320
373 663 738
348 757 644
364 521 800
684 540 436
702 602 734
409 307 803
495 567 978
387 107 395
9 717 340
127 679 148
382 100 474
678 561 791
352 520 756
242 125 440
451 561 426
753 49 869
669 507 354
345 246 412
426 27 513
231 487 732
491 794 43
181 164 798
85 7 815
195 452 13
528 229 444
438 624 477
508 782 802
453 24 931
570 369 688
458 440 230
541 748 736
410 770 559
448 304 127
676 716 584
766 114 932
810 484 56
315 650 657
197 142 165
116 159 504
546 760 620
489 169 999
592 100 46
255 302 246
737 341 780
592 734 765
220 255 790
694 664 612
49 196 91
498 9 439
454 427 429
583 206 409
149 572 253
652 613 748
384 211 901
185 102 649
430 417 198
546 609 683
658 405 719
720 772 593
330 809 648
225 46 587
545 783 974
525 228 376
90 558 94
295 89 4
736 364 413
164 779 420
679 523 184
669 598 252
96 351 942
660 515 111
128 276 524
29 470 644
537 159 84
69 483 885
126 459 293
730 703 51
301 580 683
75 507 932
124 224 279
175 615 722
486 660 743
277 685 328
637 130 71
376 491 205
185 814 488
458 174 219
144 669 533
781 656 245
700 374 304
656 506 932
8 311 602
524 591 504
567 343 186
727 706 776
211 138 380
666 701 119
279 247 784
784 87 25
77 379 649
771 198 866
746 7 571
708 29 235
163 563 826
236 186 311
708 486 721
372 13 807
790 332 928
326 217 555
81 482 832
217 794 55
785 340 26
345 468 740
727 236 244
403 107 234
502 538 414
459 308 467
357 344 732
222 365 508
324 93 415
269 46 158
768 482 616
712 369 116
424 206 918
583 80 725
204 650 799
422 87 527
522 133 995
422 446 988
63 397 563
570 451 100
461 474 952
306 417 497
321 536 601
646 727 427
265 25 261
740 631 193
781 446 901
506 21 398
196 799 156
631 272 147
558 564 754
176 148 756
493 730 342
389 674 125
554 626 102
342 595 178
331 41 420
605 170 489
47 163 773
520 208 149
225 637 115
396 301 672
159 656 303
264 97 599
240 211 123
179 415 821
478 236 674
173 121 16
565 710 850
179 362 975
730 370 124
490 684 987
772 570 183
147 256 246
224 713 119
237 261 642
144 20 729
402 345 102
15 743 701
506 301 604
109 255 103
144 614 410
589 51 85
167 27 883
248 560 495
255 522 343
385 4 736
172 354 287
150 152 666
235 768 618
653 232 536
400 144 987
706 496 69
537 731 771
689 77 894
803 708 813
364 530 293
464 210 790
258 387 762
546 721 218
397 155 806
460 341 455
781 339 917
121 485 607
563 278 905
573 107 306
643 765 750
128 41 192
326 666 492
416 323 165
373 107 309
72 437 517
420 126 563
710 297 995
268 316 736
45 478 114
164 468 53
70 199 315
31 70 991
607 339 588
28 570 191
83 718 801
626 615 670
47 570 711
650 699 267
82 339 864
644 346 972
629 224 386
176 605 447
157 138 910
461 803 633
56 357 328
57 347 249
86 227 862
669 245 43
623 502 955
92 471 954
478 643 364
38 285 215
265 331 321
351 101 156
452 466 359
88 276 498
103 104 161
770 224 481
588 407 145
413 422 691
241 247 747
759 21 786
480 778 669
601 230 686
63 766 748
380 231 66
704 124 867
115 357 100
118 733 776
640 121 292
712 304 593
434 296 349
49 676 981
102 641 428
697 499 994
72 626 18
713 6 533
528 100 619
757 703 885
599 78 660
804 664 559
398 313 929
469 398 442
165 673 693
629 706 520
41 637 455
336 13 827
39 74 911
396 50 605
458 17 1
378 151 115
660 511 225
166 713 987
495 678 268
196 453 968
518 357 625
498 423 876
618 17 760
276 625 353
480 274 437
229 762 196
35 45 452
53 172 135
427 33 755
428 457 157
596 670 280
778 299 243
788 729 993
555 683 986
688 200 77
782 767 831
667 740 350
505 248 435
799 795 909
618 388 336
273 357 922
338 543 318
145 336 403
580 407 792
785 174 715
732 625 74
621 440 487
305 4 646
21 450 797
535 498 420
564 420 206
7 255 809
595 513 443
742 586 564
239 567 387
348 474 994
466 354 834
700 762 151
113 100 711
105 156 862
224 366 354
158 541 685
297 578 714
215 10 183
455 154 654
85 729 468
531 382 233
252 177 256
517 93 35
307 44 813
549 683 83
188 496 549
463 154 143
215 528 212
799 39 796
230 569 85
423 666 547
528 105 986
548 541 558
722 717 66
805 537 371
404 461 477
782 798 929
764 332 832
83 430 56
322 620 549
644 752 272
240 711 451
72 94 692
791 94 770
812 761 369
434 747 527
700 740 490
545 130 200
134 592 922
636 427 364
744 66 154
592 431 113
258 586 743
245 38 963
462 630 713
1 51 671
86 657 261
470 20 399
645 255 875
294 500 935
558 87 644
776 368 760
698 692 587
217 143 692
417 25 147
399 93 175
361 800 838
614 661 5
459 688 362
73 4 579
87 665 9
207 152 589
792 192 489
161 605 910
279 93 120
220 70 549
468 239 818
182 486 557
785 662 7
163 785 445
702 424 974
245 145 235
240 63 124
200 577 280
561 351 469
656 390 688
352 351 562
375 809 234
250 571 800
183 346 335
516 571 61
153 633 100
526 553 286
368 432 374
687 428 922
717 523 90
193 121 859
513 209 376
533 721 826
128 516 703
635 691 39
451 500 561
210 15 604
298 503 648
647 27 622
338 574 214
509 178 380
531 753 353
528 763 935
56 228 457
129 653 828
476 779 359
383 282 767
233 567 700
29 754 785
405 288 710
598 555 524
21 120 269
344 32 830
269 681 339
512 329 241
277 686 343
524 651 480
277 801 773
1 806 290
552 538 1
248 778 977
295 601 887
439 266 843
745 526 987
567 406 185
355 86 238
138 251 948
306 120 727
166 309 992
502 514 372
600 364 641
37 446 430
63 675 232
38 367 384
652 374 98
22 91 78
775 452 703
161 790 176
304 95 741
717 627 820
350 346 170
13 529 265
232 758 439
592 778 728
446 764 611
34 514 682
419 393 399
250 25 120
346 283 929
700 639 752
137 81 600
103 183 889
158 753 471
330 746 151
489 758 245
653 182 960
391 270 63
783 585 290
176 340 302
496 261 765
52 360 819
776 243 45
325 21 181
258 137 461
239 325 115
294 607 85
164 504 294
775 804 67
434 679 975
657 337 264
103 292 87
793 643 225
313 697 355
686 463 147
699 408 861
508 522 112
774 103 430
430 402 207
663 773 852
193 536 271
592 684 845
226 688 488
446 568 37
643 38 903
680 85 795
339 733 351
241 600 345
558 642 77
41 21 143
680 693 206
378 515 581
252 268 203
394 55 173
780 683 262
42 352 541
799 762 24
360 783 691
736 56 751
482 527 564
626 543 428
623 82 757
323 652 74
134 317 939
458 440 361
352 801 40
430 757 513
148 198 747
655 548 1
717 416 262
325 278 527
73 521 159
801 593 498
182 795 947
220 394 756
16 239 969
66 222 665
547 9 645
167 442 497
575 677 380
459 143 340
516 443 136
517 631 290
11 728 994
287 640 557
552 717 507
614 9 953
551 655 547
543 27 964
368 758 803
236 589 99
566 412 223
556 59 199
673 539 985
319 546 98
442 654 87
173 56 993
324 465 113
420 647 734
499 602 331
101 537 261
767 66 685
782 272 234
55 701 541
244 15 623
138 690 574
281 451 934
87 80 603
124 789 436
200 750 775
246 708 992
508 715 277
210 385 564
751 520 703
443 205 346
632 317 34
267 631 513
469 391 933
809 290 134
800 91 51
136 254 405
746 661 650
632 605 140
92 106 546
212 558 504
461 558 78
80 294 278
253 704 547
777 572 253
678 660 748
675 597 567
217 651 382
572 623 594
77 240 237
435 722 602
730 711 36
773 558 45
345 706 649
132 644 111
296 535 204
227 124 116
443 237 581
448 454 818
520 290 677
535 173 980
38 242 101
207 206 499
778 326 81
334 516 496
779 123 336
564 121 817
738 108 324
75 374 715
78 87 1000
226 534 893
123 703 596
474 443 243
263 812 374
346 510 867
409 328 552
628 251 231
462 343 422
225 493 116
807 188 571
128 152 794
146 296 688
472 346 229
113 426 90
655 172 425
41 148 659
594 291 38
671 179 994
616 810 407
632 556 835
760 345 977
346 347 857
60 402 347
31 471 448
461 101 204
723 746 166
226 471 92
643 178 48
463 53 403
677 631 853
580 8 925
677 97 737
625 727 192
439 524 478
637 338 84
125 744 337
471 362 904
582 665 254
333 83 397
342 529 682
249 488 959
804 673 247
649 736 996
177 243 970
707 156 808
473 489 123
609 493 485
720 254 975
650 593 487
69 163 124
449 710 216
706 700 953
482 411 847
479 329 347
68 789 837
165 137 484
86 745 104
52 810 556
409 1 262
223 772 494
734 678 706
599 772 453
264 87 308
603 323 699
338 730 431
754 437 534
59 257 532
527 530 212
196 590 323
287 490 74
800 530 917
646 121 289
693 268 624
466 253 820
273 715 591
414 739 639
249 661 225
105 231 30
772 792 521
54 751 510
403 373 891
288 460 878
158 360 389
247 491 4
125 83 6
231 248 847
78 257 640
796 359 653
195 672 741
118 101 348
48 35 223
145 429 745
93 57 531
275 688 365
168 654 777
191 314 37
268 204 301
460 653 311
401 744 547
782 30 352
511 187 26
217 722 501
40 394 755
128 150 133
651 303 595
36 552 998
665 602 467
656 162 992
693 504 526
617 377 609
330 269 357
513 142 530
531 516 755
550 686 164
407 687 47
790 376 528
216 34 263
409 322 427
266 349 890
721 289 286
633 517 553
727 500 507
247 726 704
651 616 385
638 444 338
289 507 459
85 395 976
733 125 486
1 342 379
575 725 638
108 169 987
467 63 989
805 348 567
155 565 665
280 716 913
357 769 515
403 588 965
35 128 245
404 815 588
20 66 637
415 145 442
31 46 106
564 754 427
306 459 907
364 15 740
