19
871 1731
767 74 451
203 855 294
427 778 322
575 273 964
792 194 151
184 690 808
673 784 40
687 307 308
322 492 366
768 453 298
148 783 539
247 187 46
816 491 562
796 242 211
780 436 111
848 662 734
143 28 378
753 107 639
607 221 310
559 220 71
368 148 253
629 732 190
146 687 775
336 269 328
683 757 522
592 327 39
772 243 288
870 644 19
196 819 647
719 174 734
612 456 962
350 219 574
717 326 724
344 150 898
78 772 697
353 659 644
737 600 824
28 158 50
6 285 18
225 427 468
753 595 901
1 425 998
693 220 581
520 701 979
609 731 243
380 236 216
148 602 92
790 72 16
455 581 191
46 494 784
812 168 567
797 35 920
133 78 160
241 184 763
581 641 697
344 627 515
280 778 769
123 178 862
768 122 56
7 325 580
131 795 889
618 188 501
644 69 180
115 240 556
196 505 301
566 521 549
429 14 220
95 244 26
301 719 249
357 42 935
287 491 687
748 246 711
262 196 577
58 168 390
262 785 767
666 680 865
181 798 713
531 101 363
308 458 996
469 706 804
629 653 291
839 713 412
763 621 116
227 13 486
434 64 361
116 685 888
514 150 339
471 663 742
208 762 119
713 549 508
744 834 916
213 550 851
137 66 762
473 813 588
396 588 823
383 857 71
646 570 337
77 105 606
267 282 153
342 132 112
321 352 222
715 276 787
717 794 374
84 266 337
602 455 995
474 130 963
871 143 862
167 188 61
575 192 223
715 52 946
455 439 339
567 178 485
485 262 469
679 394 511
674 34 269
431 535 403
545 499 308
655 485 96
723 522 879
632 10 774
134 72 204
667 722 558
864 44 129
861 649 713
8 632 836
584 74 678
805 797 241
66 843 662
486 109 691
457 407 37
69 596 152
854 294 807
396 532 216
752 692 494
658 231 127
100 655 845
295 635 569
827 297 240
685 787 446
518 166 728
74 562 750
189 160 86
463 354 155
844 28 742
521 424 522
648 453 129
662 603 746
228 80 999
36 362 495
280 180 764
732 620 7
124 210 896
570 544 614
700 309 304
650 214 992
400 212 301
215 475 97
843 58 617
648 70 626
245 43 239
573 64 214
396 645 286
503 678 766
768 68 864
205 850 690
635 36 428
513 351 189
392 854 879
267 404 13
651 539 199
737 89 954
131 871 119
742 554 780
282 445 491
369 201 935
656 187 143
455 228 87
23 344 535
304 433 430
845 394 447
187 755 887
423 325 449
634 423 416
370 539 234
849 868 753
850 313 525
712 647 495
833 781 437
741 81 706
210 571 913
205 133 759
860 178 315
140 566 628
263 852 970
376 231 784
763 787 287
158 827 753
458 121 393
85 833 294
190 568 417
161 802 172
607 685 185
551 299 936
780 488 615
374 97 311
162 390 183
258 478 286
362 675 249
230 275 938
620 339 942
648 85 417
551 629 518
133 436 73
202 43 453
325 287 210
148 833 197
750 34 590
266 482 891
454 315 20
94 184 816
598 137 82
585 214 698
270 593 141
683 406 743
137 784 66
270 61 650
698 304 703
856 659 410
383 413 120
819 811 447
514 790 90
418 531 188
315 380 634
676 567 478
95 583 880
773 803 235
213 211 688
518 642 142
21 105 485
182 59 885
808 389 743
609 231 920
347 252 768
425 43 251
842 94 100
201 34 10
500 866 663
408 780 325
479 304 101
372 549 472
582 804 306
689 628 26
770 614 645
136 315 378
195 534 60
747 507 484
381 478 103
444 86 429
288 299 610
835 562 390
550 167 135
597 558 102
160 855 884
648 23 192
465 296 74
99 758 438
40 318 344
753 203 204
194 420 598
798 202 818
675 332 939
363 563 647
83 503 30
591 369 305
240 538 226
564 203 262
868 276 265
866 650 102
662 67 336
154 645 579
751 722 336
68 769 969
483 314 222
258 326 617
541 579 302
62 341 85
661 323 836
720 500 181
770 233 188
52 531 798
329 543 523
777 139 370
714 441 467
119 512 280
319 693 453
360 339 405
509 19 398
505 287 917
343 754 136
167 860 832
286 649 123
621 678 736
772 423 180
156 423 68
456 792 249
200 156 618
83 224 36
278 422 418
522 364 165
720 252 272
551 855 241
656 536 11
412 307 373
313 768 366
64 560 72
853 289 598
814 266 30
236 666 356
833 392 826
6 258 728
622 222 124
2 868 581
63 540 659
813 244 957
162 708 757
693 254 338
772 459 664
401 803 739
291 649 14
566 856 143
800 555 592
481 763 806
710 526 691
414 177 405
206 569 84
315 258 524
101 235 816
83 808 879
246 739 829
791 324 357
569 708 916
573 271 854
504 777 295
30 127 145
110 575 631
645 747 825
548 222 400
481 324 615
218 583 631
109 586 748
83 18 733
834 245 558
22 507 466
765 53 990
517 381 348
429 417 679
528 478 90
26 415 353
229 557 873
101 460 829
46 10 547
635 282 721
260 378 912
670 622 102
532 118 11
373 640 417
847 429 118
781 289 212
476 364 817
224 282 813
152 871 297
798 612 275
212 817 169
860 332 253
530 799 665
668 514 705
663 114 893
443 122 960
769 478 803
346 197 650
12 621 524
692 673 395
348 443 436
473 171 950
114 345 654
738 708 758
378 104 337
362 252 537
247 664 787
833 401 792
370 290 810
329 48 202
54 767 11
326 347 612
27 212 555
714 368 714
474 707 729
241 113 592
755 404 292
520 666 215
452 120 570
468 348 520
541 610 105
68 627 204
822 541 400
249 387 805
79 193 171
116 180 916
676 81 854
239 812 221
166 668 585
547 463 565
657 8 663
735 176 343
473 193 277
825 407 49
87 364 455
139 747 497
564 700 908
266 701 707
114 454 736
541 205 242
562 654 718
502 87 563
297 277 613
514 657 55
69 663 886
805 741 63
219 527 772
178 80 341
226 185 994
584 281 698
191 406 28
34 253 776
577 827 670
714 261 954
604 686 246
220 55 870
864 277 54
479 202 612
616 421 527
773 501 598
658 523 551
403 571 659
678 499 931
413 590 931
97 755 102
672 263 743
643 633 839
566 155 410
427 269 679
63 268 449
205 547 376
487 181 204
584 391 816
480 408 953
821 339 150
433 261 114
524 215 638
161 295 402
158 673 830
244 239 957
431 300 326
529 394 172
62 240 927
422 362 474
766 715 283
766 100 292
254 734 926
676 32 890
731 144 581
193 828 757
151 369 54
607 69 248
327 63 882
717 434 852
2 445 61
709 220 83
241 27 257
340 602 563
401 697 448
518 218 615
582 338 840
30 642 969
226 680 440
407 580 121
821 729 619
312 808 291
278 161 184
248 620 489
482 723 591
545 710 973
410 497 102
25 843 736
229 511 465
584 446 640
485 273 708
68 501 847
132 351 407
283 248 842
390 229 97
125 329 705
684 699 463
712 625 417
277 445 566
501 530 82
485 111 131
601 449 138
607 658 662
42 721 1
736 534 519
597 250 945
737 100 647
327 572 270
201 839 71
547 744 353
399 156 809
567 482 426
201 43 908
653 142 524
557 525 720
640 769 632
347 764 804
347 753 866
413 586 50
601 155 933
337 8 155
481 644 815
447 97 331
425 289 119
101 42 955
207 376 48
749 663 100
672 705 729
859 431 805
164 270 23
545 808 606
9 503 485
230 255 469
340 750 4
547 753 223
63 508 447
686 413 784
345 855 406
366 423 931
48 277 249
418 324 627
559 545 82
399 844 140
648 862 551
793 786 572
187 349 905
207 726 759
818 483 143
97 27 580
187 719 391
120 814 84
253 194 284
130 3 89
349 58 953
593 157 256
62 413 416
358 173 14
132 761 654
392 491 669
267 848 516
97 311 205
316 346 774
373 73 743
808 564 94
302 658 758
647 155 176
607 761 803
330 553 595
596 1 927
823 248 532
198 862 180
746 637 587
174 637 88
131 111 429
822 563 353
366 602 7
290 655 315
336 60 117
384 49 853
211 518 66
698 702 418
752 686 169
499 755 706
685 681 193
534 80 41
24 464 746
681 785 221
868 151 3
834 114 568
517 70 970
586 574 409
695 281 303
468 264 841
445 865 84
243 669 184
405 854 815
692 345 17
133 608 929
229 671 648
219 301 19
399 433 84
384 494 571
530 859 800
25 217 661
804 194 4
41 743 958
534 360 453
151 364 283
823 866 679
551 85 263
572 817 563
127 250 730
247 597 967
82 778 447
194 740 929
516 747 40
47 119 472
632 534 66
346 306 412
771 156 238
15 116 681
641 248 290
686 460 307
469 104 99
546 358 643
607 839 625
578 312 48
870 546 893
27 236 677
657 411 167
535 837 204
667 355 395
756 40 498
9 148 883
687 566 465
547 848 849
528 340 16
692 223 596
557 6 164
692 572 170
411 818 856
263 39 220
26 560 753
784 299 123
272 784 806
60 697 749
91 443 399
594 55 358
350 60 945
218 559 533
321 629 246
161 565 876
710 768 343
570 540 252
668 36 673
47 569 925
290 730 426
309 821 4
307 215 969
89 722 392
666 833 236
517 805 815
92 360 32
593 407 99
752 290 630
614 486 681
262 301 664
389 473 172
75 850 396
593 295 69
862 694 249
93 734 710
226 145 250
715 840 816
181 754 341
313 832 488
861 143 289
727 498 299
279 7 881
89 731 840
277 7 330
794 381 596
77 254 705
529 304 474
40 58 494
108 104 553
458 632 720
321 770 253
95 854 130
341 269 794
751 203 967
661 151 992
410 153 861
441 187 396
581 709 899
73 3 385
602 507 214
782 746 810
101 546 598
212 397 15
183 547 466
793 757 529
419 715 96
692 254 927
638 414 96
829 139 858
169 859 153
26 734 923
516 393 718
844 662 512
638 379 166
235 714 234
653 769 222
5 657 998
210 797 414
434 699 237
612 666 109
380 750 925
742 769 208
378 727 58
327 415 603
343 433 384
150 740 355
771 604 521
526 56 577
143 1 940
543 252 248
685 204 295
543 743 242
236 248 793
985 1696
708 230 589
888 641 856
528 694 491
815 486 777
898 462 239
265 144 5
334 787 846
935 915 920
289 945 186
594 308 673
54 887 248
643 204 558
321 904 355
384 713 355
580 241 190
174 111 68
232 16 891
798 583 675
216 512 241
960 544 893
814 105 233
241 251 84
783 662 650
799 752 326
223 630 699
66 586 548
893 546 534
900 704 861
752 257 279
62 886 525
594 355 248
854 899 211
852 811 46
929 278 384
39 157 203
22 339 340
740 491 701
701 235 875
352 700 513
475 938 11
244 890 690
248 213 132
755 168 978
815 594 553
529 18 673
742 102 364
281 507 253
504 621 632
431 958 881
343 21 681
260 525 514
379 679 630
140 411 742
130 564 394
271 129 546
605 934 208
775 483 543
109 98 652
630 303 698
811 570 494
222 607 637
519 850 358
808 289 793
895 721 276
887 61 897
658 629 139
285 306 932
88 486 163
940 291 67
756 773 555
209 258 769
139 56 519
451 569 434
282 127 220
700 284 582
309 24 169
232 242 559
965 797 693
803 455 95
800 825 452
73 841 850
898 860 819
765 249 950
891 195 504
233 922 414
634 980 540
858 669 993
884 431 152
792 113 16
497 84 889
2 486 194
541 693 607
847 96 768
506 959 976
434 273 379
565 521 164
342 716 306
10 317 687
583 281 731
820 769 354
72 675 930
761 125 744
27 153 236
601 117 189
46 88 852
123 903 950
411 334 282
420 686 348
214 805 88
457 979 395
628 961 166
119 645 109
573 439 904
124 765 509
710 426 733
388 741 863
560 851 458
249 463 114
151 324 567
40 542 617
41 431 405
914 480 225
340 764 342
771 935 525
417 937 174
835 967 404
516 928 631
665 203 585
42 423 305
145 325 475
696 668 528
512 971 192
727 770 582
393 791 462
280 437 483
153 300 29
30 693 583
139 75 556
47 540 703
587 776 325
909 526 377
780 84 455
417 651 840
161 622 418
254 307 541
657 271 105
850 416 231
897 288 295
789 834 608
29 639 687
539 929 655
486 160 426
334 138 927
94 572 939
159 482 692
691 34 978
941 230 591
45 945 590
370 770 580
331 567 351
442 517 813
881 891 747
820 396 517
737 724 103
138 314 315
563 279 50
384 267 60
893 299 647
945 248 779
413 595 716
790 158 719
729 269 190
575 432 26
353 4 762
208 585 888
372 222 123
639 459 205
202 667 456
878 584 39
43 411 829
804 664 321
892 253 593
380 179 376
110 384 661
808 607 5
855 701 927
741 347 277
581 186 499
859 336 753
339 139 361
820 980 572
905 287 274
751 79 531
901 213 68
752 220 457
958 571 174
315 235 298
263 273 873
562 655 243
502 397 828
404 645 584
835 932 43
9 137 560
412 810 122
80 239 74
442 132 491
296 799 187
963 476 854
11 622 519
574 764 374
690 581 481
160 209 897
6 907 868
568 893 850
354 285 628
240 594 180
522 766 574
93 382 951
963 183 486
438 820 34
551 101 794
468 743 139
392 345 827
942 73 119
353 895 49
919 94 748
983 260 55
890 513 683
8 842 362
17 790 451
252 833 490
768 405 801
853 59 491
948 115 337
263 522 867
672 945 976
803 913 649
308 756 610
299 611 190
495 613 686
865 189 483
632 473 976
235 689 482
858 570 40
627 258 666
538 710 198
354 6 605
395 47 366
137 250 392
51 720 821
67 287 505
389 951 188
229 937 135
647 688 260
649 227 624
202 92 388
768 282 731
335 695 748
683 860 681
286 877 841
839 356 434
678 885 339
274 104 257
835 940 332
336 447 93
295 565 533
541 77 100
430 483 600
853 591 44
63 66 167
874 109 343
329 462 188
193 412 97
676 699 352
477 589 985
348 143 543
476 937 661
793 386 206
130 98 481
87 712 188
345 30 446
51 865 228
878 177 36
562 283 585
23 59 283
264 842 942
283 296 7
110 484 735
274 981 931
411 604 244
907 826 341
411 535 952
313 370 762
827 826 325
203 688 995
915 415 810
58 515 962
169 71 67
769 551 476
594 201 72
174 557 781
882 892 247
228 543 472
463 200 624
160 569 803
13 63 178
334 682 407
889 398 363
778 631 228
460 877 80
710 796 696
788 399 845
910 447 681
806 853 418
72 950 351
625 193 518
89 870 342
589 896 220
957 117 575
536 486 753
397 854 303
706 68 604
765 843 175
478 305 660
246 482 816
391 544 281
621 151 820
322 552 746
533 593 627
951 469 490
794 608 767
803 950 110
867 750 531
197 804 448
21 775 835
28 114 41
111 680 992
325 25 759
958 950 56
800 460 103
175 249 736
712 468 927
608 773 358
929 414 18
738 64 500
807 244 50
385 365 610
978 359 495
593 287 9
911 334 658
449 188 349
229 260 427
35 191 253
267 182 758
560 855 971
180 892 982
42 347 623
586 735 718
164 32 686
332 193 475
821 118 485
235 881 588
377 63 390
147 905 236
456 760 502
727 139 407
699 30 310
596 935 999
179 94 269
644 320 476
201 520 945
468 643 897
131 87 974
499 338 385
479 618 835
972 137 23
235 562 738
391 551 943
136 722 385
358 676 275
510 572 550
184 530 83
559 588 399
21 154 237
18 769 528
468 736 11
318 357 557
762 198 470
202 94 543
91 291 564
674 63 622
957 469 392
119 587 173
275 419 983
482 661 181
101 671 660
35 64 640
715 846 744
386 711 12
190 636 781
917 846 63
174 519 482
73 885 600
497 672 120
447 432 724
690 568 777
778 218 730
955 481 341
300 226 690
744 826 981
295 104 86
131 158 693
758 502 104
398 181 983
531 217 995
156 929 263
395 844 749
924 351 108
263 960 568
183 741 998
418 677 475
148 958 326
586 975 440
291 812 595
172 23 559
789 684 492
599 313 771
114 836 419
567 501 8
609 870 62
862 759 243
357 921 968
93 625 950
100 895 40
531 799 839
745 148 727
410 610 331
62 138 378
944 928 548
596 772 245
65 50 704
229 616 888
823 833 736
297 485 114
292 931 387
582 40 149
521 458 634
245 341 32
334 597 81
912 455 31
338 459 215
391 865 125
304 652 727
72 975 412
674 791 664
895 323 66
44 285 563
817 310 237
663 614 837
922 648 395
957 117 93
196 534 33
284 411 435
691 866 675
695 476 383
100 789 656
79 939 88
265 101 79
360 756 220
373 416 107
833 205 161
437 500 265
669 881 138
522 212 772
407 260 103
667 909 962
976 864 419
512 727 288
629 141 924
141 309 179
467 62 911
150 560 354
97 538 626
978 239 201
895 493 617
862 744 346
58 248 597
21 391 50
659 532 753
353 718 792
257 642 144
275 17 164
524 274 349
242 377 258
519 397 515
413 856 589
435 686 252
913 404 249
748 269 780
33 284 400
479 145 196
113 103 110
766 899 947
523 859 432
606 612 295
793 863 364
15 208 188
495 796 75
856 985 94
424 233 332
762 747 935
129 346 64
803 973 988
305 872 54
527 282 260
327 407 31
644 235 570
331 975 782
894 831 799
303 438 659
980 853 763
727 750 473
199 69 525
522 897 297
2 624 358
929 351 687
407 342 976
688 795 387
666 182 305
771 722 778
674 659 487
176 561 193
370 756 518
417 974 633
452 77 645
369 50 303
195 381 775
285 759 934
886 395 843
373 380 565
429 438 459
795 38 821
404 568 623
959 904 439
251 336 65
406 526 875
923 10 4
776 970 148
450 961 618
821 703 140
108 622 781
189 674 106
525 745 335
50 795 405
962 294 751
406 863 803
293 292 471
723 217 932
915 268 810
40 546 364
368 977 323
651 626 77
683 564 566
625 964 336
242 198 414
898 421 672
547 329 220
407 905 385
700 472 420
730 892 867
96 525 853
984 955 236
797 364 414
507 151 901
758 369 455
454 194 917
408 814 596
83 548 20
658 956 767
669 584 560
937 285 190
33 134 422
404 243 279
247 56 247
596 441 557
335 11 927
674 99 492
708 185 866
554 628 299
863 694 506
132 285 891
685 793 291
544 40 434
547 292 10
299 267 618
483 829 231
56 485 982
325 520 279
89 720 869
