842 2801
815 276 326
612 179 830
138 495 881
167 132 932
300 199 9
831 772 648
832 215 331
105 486 120
272 465 139
312 626 267
607 493 328
643 647 803
281 224 217
207 355 613
495 77 770
582 644 242
593 589 768
272 312 860
492 124 997
357 208 247
486 503 186
685 508 101
268 299 918
672 7 793
666 780 76
407 483 103
702 674 640
192 810 359
381 765 44
773 254 867
519 608 702
15 484 208
382 612 875
724 705 912
525 46 555
170 780 528
580 754 740
477 527 7
311 566 682
227 835 826
445 167 247
715 86 42
561 627 772
362 204 463
609 297 921
59 597 318
165 49 758
755 164 962
351 699 813
671 12 410
5 199 53
768 739 948
503 487 86
87 518 957
427 551 211
264 442 451
193 615 169
506 783 559
157 238 670
438 437 694
795 309 706
385 571 43
484 354 871
487 104 413
424 742 213
71 485 946
502 458 332
71 99 348
682 326 279
698 122 84
133 419 309
399 702 18
637 733 28
513 496 126
688 721 851
93 324 803
278 369 570
475 835 182
556 314 412
623 292 609
829 97 309
489 792 313
75 741 511
371 777 90
272 510 742
382 196 708
239 293 301
10 213 85
251 686 611
431 487 250
673 252 880
443 306 342
93 513 302
283 833 918
150 632 565
795 785 328
33 238 394
627 669 647
340 591 217
741 765 925
394 496 143
120 806 629
73 33 85
446 823 296
686 151 341
715 116 215
407 740 840
757 777 392
596 258 921
566 654 106
493 146 717
264 763 293
507 236 474
386 686 316
382 670 413
284 58 977
587 125 849
345 138 289
629 505 787
575 228 122
567 303 32
230 142 504
195 634 557
474 467 865
786 170 575
206 124 894
534 210 927
576 85 211
147 22 594
156 509 671
168 90 71
62 663 604
817 478 11
802 229 236
776 270 790
74 111 688
476 731 358
359 762 481
445 70 54
559 157 987
245 285 209
15 172 275
616 427 583
310 384 285
100 553 311
179 196 797
436 46 188
573 456 10
777 415 424
779 828 332
230 690 430
780 365 766
542 51 316
604 223 65
418 815 774
81 800 458
154 45 244
433 758 729
803 180 9
648 297 604
46 574 798
813 544 407
454 615 604
260 593 403
475 661 445
91 240 902
799 146 371
258 118 269
288 355 987
204 776 961
680 695 714
11 108 405
54 443 72
63 440 291
202 533 831
446 748 160
563 510 900
248 78 201
247 700 615
771 335 376
412 438 421
80 387 558
649 195 36
639 832 158
27 694 494
308 474 259
318 451 916
578 93 131
206 707 813
831 579 689
59 481 743
430 384 594
534 421 655
622 773 357
21 319 529
171 21 235
694 527 720
148 436 676
477 42 789
692 233 855
661 350 103
788 626 699
631 28 163
421 326 35
23 379 307
416 101 57
191 22 568
653 189 432
327 707 194
423 356 429
44 73 838
269 322 787
819 351 600
588 479 177
835 456 951
596 358 88
283 809 40
522 513 419
414 339 314
720 232 702
408 294 590
35 523 79
39 688 450
367 776 564
803 380 113
830 421 944
277 164 943
291 804 324
53 784 629
33 157 433
777 172 690
669 695 936
693 190 719
689 243 699
496 705 881
806 225 156
6 763 472
170 236 345
201 479 694
71 112 238
470 433 554
381 97 983
593 297 853
383 195 706
379 517 247
514 824 707
478 233 546
506 118 68
419 177 317
687 590 947
812 486 757
508 705 712
498 511 165
531 116 200
734 65 810
80 673 421
360 413 700
437 75 757
493 150 3
681 133 803
452 187 363
619 364 980
221 744 616
292 748 11
429 309 309
17 464 363
82 807 864
730 251 990
346 250 758
551 728 71
631 49 659
103 146 792
100 574 141
742 791 119
731 784 74
90 58 181
297 629 32
417 420 7
522 525 560
541 242 951
652 619 111
573 395 243
839 70 253
668 696 461
578 271 662
402 835 729
331 249 930
24 411 558
831 641 56
756 470 40
733 220 194
447 279 52
660 445 372
694 297 129
458 16 223
8 107 395
28 315 397
80 773 170
604 822 514
223 746 592
445 833 360
467 552 411
315 660 374
76 172 622
568 228 268
718 677 813
689 337 459
96 48 617
8 596 215
486 746 802
682 613 845
188 766 194
79 557 557
616 189 692
678 599 284
341 484 246
470 217 25
608 304 706
45 790 448
357 221 100
703 400 447
690 334 149
87 744 491
238 809 705
318 576 872
569 194 80
573 290 527
331 598 223
686 357 587
79 805 207
583 687 881
515 340 920
346 703 459
257 604 375
486 33 807
4 159 33
484 560 819
461 409 770
37 598 734
443 299 2
325 246 795
283 204 114
776 432 214
210 838 281
833 517 550
318 118 473
351 399 584
440 154 369
48 437 492
527 731 819
319 233 968
683 427 606
579 650 220
166 324 631
712 765 434
547 829 350
600 452 128
330 770 386
774 683 207
402 537 346
427 628 741
211 50 658
29 369 919
398 230 748
88 341 329
230 160 882
823 507 88
585 688 405
663 750 369
606 301 764
84 125 584
240 833 447
45 571 701
814 76 645
289 256 156
416 32 351
338 747 145
174 382 814
17 350 364
529 781 867
393 691 438
415 388 276
198 533 587
316 79 971
148 187 454
723 410 391
784 99 17
704 642 688
376 508 613
178 34 227
401 98 223
347 418 372
407 468 403
48 262 629
175 541 638
652 90 549
708 292 152
809 816 807
413 163 631
613 779 104
186 384 868
535 282 523
251 61 728
318 276 540
376 58 554
698 808 810
168 106 579
337 293 725
521 162 372
73 440 836
596 395 587
91 534 543
673 753 214
358 393 889
67 655 511
559 365 151
334 446 728
439 804 172
353 745 19
443 453 398
269 674 864
337 206 245
205 45 574
664 692 238
28 281 979
26 832 379
492 640 708
107 839 528
543 582 967
789 334 570
85 659 829
648 770 973
357 820 465
495 801 795
730 190 750
420 104 988
219 526 792
263 279 211
679 576 853
243 61 955
190 440 886
7 620 282
476 439 795
341 432 43
499 26 463
384 488 157
329 29 788
775 539 932
579 404 21
8 703 259
806 571 758
380 424 824
321 695 777
59 731 920
455 127 93
249 349 156
201 672 234
352 355 246
573 181 100
279 410 701
555 345 157
340 255 355
63 637 29
60 192 938
688 658 158
811 573 439
443 28 159
208 375 759
760 610 389
260 234 254
115 666 503
309 245 196
171 82 451
213 802 324
59 647 250
132 442 967
654 88 65
238 150 316
152 25 62
829 648 251
2 256 528
813 239 374
199 407 14
520 751 640
59 442 678
532 108 875
83 392 857
521 346 812
651 476 598
421 432 698
714 292 295
480 213 691
441 158 812
193 731 741
553 151 36
711 660 630
37 192 264
712 379 642
455 818 60
431 667 702
708 130 922
763 85 657
44 496 586
825 417 931
114 275 604
503 237 225
258 120 217
833 612 852
85 591 182
537 436 158
754 253 669
449 579 92
267 496 634
522 521 669
814 792 249
803 556 907
704 421 410
218 649 470
370 585 800
681 138 741
211 141 375
379 444 554
66 466 846
545 720 855
216 21 112
636 772 725
77 612 52
662 336 661
19 189 753
363 110 526
648 628 645
339 467 268
612 146 529
577 819 238
766 504 350
343 654 444
76 449 809
680 460 503
225 325 14
570 622 797
340 346 66
159 282 24
834 132 164
210 400 681
789 676 736
518 105 380
785 360 951
587 603 821
786 88 654
540 420 229
392 350 541
48 548 508
287 349 594
164 195 512
108 339 362
194 215 778
495 739 850
595 401 325
826 738 98
354 558 706
662 78 670
112 3 804
485 681 808
484 141 521
513 311 717
524 223 618
12 687 233
153 720 315
546 806 368
585 337 43
478 700 843
570 233 435
231 745 231
825 292 543
378 725 396
450 727 763
548 544 105
330 188 801
135 444 59
78 42 618
2 812 852
746 657 980
240 210 70
202 577 536
795 310 859
208 320 253
397 142 584
155 369 174
136 736 698
820 183 318
519 144 765
372 558 482
12 826 673
836 676 125
268 644 311
102 79 712
178 138 306
620 825 482
451 568 689
173 304 638
133 823 394
408 543 452
306 542 964
351 513 552
829 541 511
269 497 561
176 832 285
169 564 448
721 620 966
335 424 818
284 84 436
540 679 935
789 803 614
495 666 140
27 689 190
507 184 497
207 328 924
83 96 437
290 814 115
297 526 867
596 525 33
51 755 318
16 760 25
219 137 578
62 316 358
548 328 462
690 233 794
295 571 543
797 450 410
807 244 634
700 198 992
69 304 57
295 828 142
388 122 849
110 408 37
42 376 743
842 241 912
132 183 122
747 452 823
120 357 548
553 820 884
693 363 444
307 733 82
140 576 483
617 542 593
293 664 44
439 831 645
231 611 433
422 102 309
646 143 459
388 88 686
107 798 52
56 740 458
746 831 45
96 456 21
736 133 269
775 437 236
612 520 249
120 579 389
590 462 10
766 208 401
357 309 243
364 510 426
276 205 551
120 514 29
361 244 181
405 409 407
526 394 870
65 348 651
554 307 259
135 518 591
503 351 957
283 703 330
503 627 459
219 252 304
255 127 411
283 114 403
686 677 922
831 301 433
571 433 394
812 222 515
763 24 440
92 807 28
383 696 168
584 7 831
830 124 318
514 300 907
673 795 809
51 546 502
826 389 233
630 327 270
793 48 523
806 14 397
692 489 98
381 270 831
605 128 10
221 116 703
697 524 540
7 178 300
27 715 267
325 75 154
629 623 449
378 477 590
765 405 955
795 6 727
769 618 560
295 1 110
380 793 87
124 593 756
771 77 489
130 657 87
718 673 789
689 92 648
742 649 430
263 318 892
164 318 746
17 456 634
441 225 382
435 726 603
89 335 526
402 649 723
567 367 882
182 825 289
628 597 237
315 664 388
628 221 533
678 733 4
501 255 669
82 132 972
364 643 2
832 402 966
628 676 335
362 374 274
13 18 375
331 214 252
542 349 889
222 469 744
26 806 574
839 607 793
355 679 346
835 293 462
754 796 643
820 661 183
104 531 92
755 384 405
280 113 102
755 760 444
684 76 582
137 161 511
754 148 181
584 302 334
191 811 421
196 406 469
394 308 515
110 486 378
150 427 720
737 478 769
110 809 667
660 315 518
734 276 421
245 431 142
824 720 951
189 3 777
128 603 71
679 396 792
83 830 136
838 67 405
313 72 464
619 676 420
180 710 359
221 509 926
811 133 369
357 704 474
809 642 280
539 500 721
809 181 517
11 785 43
187 488 897
247 226 769
552 526 160
741 455 337
816 320 962
259 222 333
23 359 595
217 313 1000
838 114 216
694 648 556
134 743 825
319 395 735
508 437 719
184 423 136
744 98 418
812 494 990
418 665 710
551 676 378
33 160 96
720 287 406
405 744 329
8 811 885
689 673 50
438 218 428
202 496 927
36 19 176
76 366 636
373 50 944
604 305 263
229 177 278
688 709 541
330 479 487
483 74 408
88 757 877
213 386 372
315 422 496
261 174 697
305 430 102
337 163 312
262 685 659
499 361 724
407 164 515
164 353 918
596 238 65
651 99 828
238 534 865
441 85 962
636 542 354
669 125 624
182 661 558
671 144 541
766 238 88
111 688 522
314 300 470
615 77 155
206 120 779
677 514 780
293 661 131
38 728 294
511 544 599
568 251 736
307 502 647
737 242 348
570 80 949
52 372 193
291 392 189
447 268 311
787 536 965
299 177 778
532 479 918
363 262 772
517 761 675
300 200 815
293 269 330
811 21 801
307 335 751
441 5 546
322 401 704
657 421 456
661 258 1000
174 722 12
633 513 527
587 44 700
260 170 331
651 274 679
301 686 139
328 653 462
308 300 615
42 467 988
395 745 864
620 813 978
252 465 613
387 524 369
677 409 415
476 402 573
645 540 381
8 673 525
677 466 733
595 448 245
590 300 887
247 65 90
345 274 696
367 519 69
29 746 717
114 32 234
223 302 116
675 219 902
7 278 375
440 627 587
111 774 65
462 227 881
331 317 598
324 429 568
197 349 140
495 135 530
755 180 501
472 745 913
516 230 335
788 375 483
737 544 290
229 46 732
820 41 123
368 753 13
247 467 479
564 617 437
371 387 514
259 336 26
632 50 725
133 793 365
782 700 466
30 25 932
554 39 621
520 507 94
112 130 992
436 593 563
693 561 879
816 661 499
83 646 40
250 521 310
641 19 817
665 347 58
245 372 199
121 149 148
796 832 698
584 572 633
547 677 250
602 226 835
496 692 903
90 571 239
839 559 976
837 670 302
217 46 827
704 120 465
320 21 95
30 165 972
518 301 248
568 672 777
748 362 592
564 167 821
450 540 895
362 296 289
726 513 409
499 729 861
686 546 190
712 615 104
514 342 422
218 50 997
129 331 845
271 137 119
76 726 794
269 39 654
159 254 914
758 649 813
231 193 481
17 525 817
672 763 864
478 374 774
335 515 117
764 403 20
37 714 356
275 56 165
838 695 14
814 102 378
505 276 850
69 520 534
240 508 504
666 728 856
395 571 968
353 814 738
42 435 368
566 41 544
809 532 630
322 307 155
825 711 349
665 576 791
6 286 523
554 195 281
748 819 618
265 517 233
267 464 578
256 105 440
467 819 322
49 347 706
2 607 891
357 353 677
511 447 87
372 409 525
47 29 296
223 324 80
538 386 916
549 48 218
431 617 481
86 307 665
154 527 48
675 114 385
242 565 663
668 318 965
267 823 435
814 744 188
448 598 958
394 533 445
136 243 271
438 563 387
264 833 89
723 367 378
534 146 463
21 289 309
329 340 118
69 518 570
704 658 296
761 262 612
36 726 142
340 336 637
74 486 9
578 802 990
445 813 283
19 371 63
794 122 196
572 652 562
770 814 653
98 388 937
46 321 977
320 367 62
450 229 357
81 327 445
591 361 96
578 248 881
432 799 778
136 540 602
709 421 494
5 469 929
148 792 802
368 817 322
104 682 216
323 515 306
759 276 389
794 828 845
182 360 394
670 359 142
407 52 447
234 652 551
587 452 407
635 348 20
695 390 21
425 510 994
111 76 404
743 543 434
484 804 910
679 297 60
292 143 847
809 631 985
830 281 738
604 414 10
426 84 972
232 774 494
441 11 14
433 12 920
696 111 939
651 557 992
671 294 591
534 372 118
93 571 81
359 804 15
46 194 545
66 592 616
229 185 827
554 104 720
232 806 913
257 625 731
698 522 820
836 181 65
186 310 156
513 646 615
428 779 820
371 577 949
630 319 740
238 94 988
261 825 934
32 827 62
148 407 909
186 824 281
155 449 528
567 134 623
664 225 124
611 34 961
21 392 228
340 714 226
305 394 868
108 29 972
25 748 773
203 565 253
66 681 363
605 420 46
1 163 999
294 506 90
436 297 506
266 282 4
145 657 770
744 166 517
711 158 828
477 724 249
423 352 419
428 378 307
159 39 245
812 475 702
354 47 419
2 829 48
610 243 585
584 191 692
603 705 632
96 143 762
53 160 113
208 277 806
230 427 813
339 203 910
276 572 9
143 238 95
261 171 824
496 806 53
194 461 704
540 783 431
76 451 346
547 476 766
833 259 46
350 459 280
56 230 704
509 142 508
68 434 655
437 397 360
534 477 418
745 370 797
805 82 734
266 304 913
196 589 994
542 40 777
145 148 536
106 155 311
148 826 513
231 544 367
802 182 669
196 549 758
174 553 119
190 74 867
219 244 663
393 660 930
361 651 660
489 43 29
325 676 278
679 451 340
671 264 427
618 740 703
530 762 166
221 648 602
766 301 806
492 814 882
572 645 849
20 154 259
174 431 29
28 676 239
368 145 613
579 741 51
522 205 180
46 485 250
242 745 793
391 371 953
631 570 175
737 492 120
752 93 821
651 141 1
213 21 17
601 835 432
583 224 197
297 571 119
757 418 515
541 469 748
340 835 613
688 155 147
413 783 759
772 620 759
718 522 745
453 778 601
824 369 99
546 613 747
655 417 62
465 398 224
572 63 578
799 203 762
551 604 606
499 603 424
94 182 949
628 177 601
261 607 380
98 659 622
332 117 102
190 31 816
491 448 687
214 71 747
284 57 708
713 169 862
330 377 859
332 30 571
809 147 401
816 69 36
434 63 644
475 172 490
250 149 119
494 552 904
5 215 409
554 223 828
265 694 421
400 716 169
619 89 343
15 301 376
604 174 439
642 294 853
538 339 596
54 618 456
435 462 194
681 149 431
598 542 529
673 510 557
785 783 515
122 82 873
297 298 982
144 586 820
540 595 546
114 33 838
50 442 172
144 45 223
435 498 912
698 317 202
284 256 862
643 645 976
236 131 268
224 203 318
228 755 219
57 432 400
595 488 790
358 86 698
187 25 217
296 840 773
774 482 638
441 839 660
668 689 370
757 440 770
39 560 276
193 396 265
463 578 256
48 179 339
246 821 413
604 750 923
662 542 702
80 556 577
94 258 166
262 743 111
787 770 547
812 156 223
222 215 569
398 176 403
398 248 736
59 679 70
5 269 785
503 381 426
623 642 689
707 218 810
500 80 345
426 546 645
788 523 630
140 835 305
836 757 980
60 643 745
533 404 31
300 6 349
820 39 121
38 257 1000
569 743 362
305 764 168
695 141 917
580 763 47
238 653 534
20 436 802
799 242 59
34 829 729
392 490 315
108 152 90
827 561 848
390 396 57
423 828 753
367 662 447
642 438 119
270 459 902
199 685 124
799 420 3
433 14 690
452 146 582
768 572 997
739 183 648
255 634 220
579 127 205
504 113 757
747 715 45
192 648 85
512 301 459
231 630 684
589 438 641
395 727 582
168 751 772
550 682 369
564 584 773
22 553 789
669 285 813
380 338 644
616 838 869
171 695 243
613 180 289
253 372 548
757 338 57
598 270 822
304 735 116
414 440 9
360 766 506
472 425 206
663 428 669
429 331 169
481 238 211
49 39 248
453 646 737
452 100 807
449 798 843
506 434 741
449 323 170
261 36 329
724 565 338
313 102 100
640 174 338
513 6 770
700 66 433
719 642 949
679 150 818
254 406 396
16 815 477
151 190 706
600 516 676
237 365 448
443 607 846
608 803 573
213 806 878
160 739 448
695 6 620
472 355 380
811 573 918
240 441 460
630 467 681
603 300 827
565 66 466
751 330 902
273 107 381
649 459 576
748 469 116
622 237 47
670 553 590
225 687 873
782 600 780
155 339 321
141 63 900
130 91 582
64 25 103
225 56 892
396 245 496
5 364 246
224 10 617
299 450 407
488 833 660
640 574 617
747 762 868
718 709 886
466 539 314
225 58 933
355 175 565
826 272 817
556 256 544
354 568 551
445 363 198
501 802 622
535 731 148
796 702 446
554 318 481
532 64 963
691 586 283
716 236 982
84 433 842
504 111 835
654 213 466
604 129 597
36 708 918
548 709 666
785 299 896
275 525 13
175 94 145
833 571 543
742 168 399
517 501 500
676 50 329
562 226 378
135 558 611
91 488 923
324 761 730
554 140 989
44 811 420
76 399 737
459 541 198
811 722 882
29 478 374
176 625 458
596 826 935
339 469 388
786 541 220
521 531 316
428 433 29
798 622 928
